"date" "taxon2" "biomass"
2011-03-07 "Chrysophytes" 1.603236
2011-03-07 "Cryptophytes" 7.131
2011-03-07 "Cyanobacteria" 0.085143
2011-03-07 "Diatoms (centric)" 8.3790432
2011-03-07 "Diatoms (pennate)" 19.0609044
2011-03-07 "Dinophytes" 4.457784
2011-04-07 "Chlorophytes" 0.05564
2011-04-07 "Chrysophytes" 3.744504
2011-04-07 "Cryptophytes" 24.8691
2011-04-07 "Cyanobacteria" 0.107904
2011-04-07 "Diatoms (centric)" 1.9471608
2011-04-07 "Diatoms (pennate)" 0.4987188
2011-04-07 "Dinophytes" 18.00876
2011-05-05 "Chlorophytes" 17.7514
2011-05-05 "Chrysophytes" 0.105976
2011-05-05 "Cryptophytes" 7.525
2011-05-05 "Cyanobacteria" 0.062944
2011-05-05 "Diatoms (centric)" 0.009936
2011-05-05 "Diatoms (pennate)" 0.1582592
2011-05-05 "Dinophytes" 4.60912
2011-06-16 "Chlorophytes" 14.06284
2011-06-16 "Chrysophytes" 1.482582
2011-06-16 "Cryptophytes" 7.9701
2011-06-16 "Cyanobacteria" 0.532776
2011-06-16 "Diatoms (centric)" 1.0549248
2011-06-16 "Diatoms (pennate)" 19.368768
2011-06-16 "Dinophytes" 2.81608
2011-07-15 "Chlorophytes" 18.21436
2011-07-15 "Chrysophytes" 1.665006
2011-07-15 "Cryptophytes" 7.28418
2011-07-15 "Cyanobacteria" 7.382994
2011-07-15 "Diatoms (centric)" 0.9061968
2011-07-15 "Diatoms (pennate)" 5.051256
2011-07-15 "Dinophytes" 3.275936
2011-08-16 "Chlorophytes" 7.750274
2011-08-16 "Chrysophytes" 3.573198
2011-08-16 "Cryptophytes" 11.85504
2011-08-16 "Cyanobacteria" 29.5843602
2011-08-16 "Diatoms (centric)" 0.2771856
2011-08-16 "Diatoms (pennate)" 0.53952
2011-08-16 "Dinophytes" 3.436444
2011-09-13 "Chlorophytes" 8.02428
2011-09-13 "Chrysophytes" 11.942508
2011-09-13 "Cryptophytes" 16.20564
2011-09-13 "Cyanobacteria" 9.836529
2011-09-13 "Diatoms (centric)" 0.0759
2011-09-13 "Diatoms (pennate)" 0.433302
2011-09-13 "Dinophytes" 24.413368
2011-10-12 "Chlorophytes" 7.231928
2011-10-12 "Chrysophytes" 0.786972
2011-10-12 "Cryptophytes" 7.35858
2011-10-12 "Cyanobacteria" 5.8571484
2011-10-12 "Diatoms (centric)" 0.330642
2011-10-12 "Diatoms (pennate)" 1.6411524
2011-10-12 "Dinophytes" 31.1728
2011-11-16 "Chlorophytes" 4.4133
2011-11-16 "Chrysophytes" 2.956188
2011-11-16 "Cryptophytes" 6.7766
2011-11-16 "Cyanobacteria" 2.1247288
2011-11-16 "Diatoms (centric)" 0.4508512
2011-11-16 "Diatoms (pennate)" 1.4895248
2011-11-16 "Dinophytes" 1.488656
2011-12-08 "Chlorophytes" 3.5989
2011-12-08 "Chrysophytes" 0.131422
2011-12-08 "Cryptophytes" 2.8863
2011-12-08 "Cyanobacteria" 0.1234562
2011-12-08 "Diatoms (centric)" 0.1049924
2011-12-08 "Diatoms (pennate)" 0.6577648
2011-12-08 "Dinophytes" 0.57016
2012-01-09 "Chlorophytes" 0.278342
2012-01-09 "Chrysophytes" 0.102208
2012-01-09 "Cryptophytes" 0.9284
2012-01-09 "Cyanobacteria" 0.1171784
2012-01-09 "Diatoms (centric)" 0.2194088
2012-01-09 "Diatoms (pennate)" 0.2970732
2012-01-09 "Dinophytes" 0.23172
2012-03-05 "Chlorophytes" 1.44587
2012-03-05 "Chrysophytes" 7.350144
2012-03-05 "Cryptophytes" 10.15998
2012-03-05 "Cyanobacteria" 0.15174
2012-03-05 "Diatoms (centric)" 11.0283552
2012-03-05 "Diatoms (pennate)" 7.4393064
2012-03-05 "Dinophytes" 4.992308
2012-04-17 "Chlorophytes" 2.851544
2012-04-17 "Chrysophytes" 10.561148
2012-04-17 "Cryptophytes" 4.5078
2012-04-17 "Cyanobacteria" 0.0334952
2012-04-17 "Diatoms (centric)" 1.0865112
2012-04-17 "Diatoms (pennate)" 0.2164824
2012-04-17 "Dinophytes" 7.570072
2012-05-10 "Chlorophytes" 1.252208
2012-05-10 "Chrysophytes" 0.949448
2012-05-10 "Cryptophytes" 10.3324
2012-05-10 "Cyanobacteria" 0.0497932
2012-05-10 "Diatoms (centric)" 0.7009692
2012-05-10 "Diatoms (pennate)" 0.2827984
2012-05-10 "Dinophytes" 1.02492
2012-06-07 "Chlorophytes" 14.763744
2012-06-07 "Chrysophytes" 1.819744
2012-06-07 "Cryptophytes" 5.5951
2012-06-07 "Cyanobacteria" 1.151538
2012-06-07 "Diatoms (centric)" 0.0559348
2012-06-07 "Diatoms (pennate)" 2.161452
2012-06-07 "Dinophytes" 2.11384
2012-07-12 "Chlorophytes" 27.5751532
2012-07-12 "Chrysophytes" 2.19572
2012-07-12 "Cryptophytes" 6.5646
2012-07-12 "Cyanobacteria" 2.09064
2012-07-12 "Diatoms (centric)" 0.4075212
2012-07-12 "Diatoms (pennate)" 13.350872
2012-07-12 "Dinophytes" 2.82792
2012-08-02 "Chlorophytes" 24.0661516
2012-08-02 "Chrysophytes" 2.99133
2012-08-02 "Cryptophytes" 6.076344
2012-08-02 "Cyanobacteria" 1.8927036
2012-08-02 "Diatoms (centric)" 3.2303556
2012-08-02 "Diatoms (pennate)" 1.4067984
2012-08-02 "Dinophytes" 5.4552
2012-09-06 "Chlorophytes" 78.2934472
2012-09-06 "Chrysophytes" 5.411746
2012-09-06 "Cryptophytes" 24.4773
2012-09-06 "Cyanobacteria" 5.5902336
2012-09-06 "Diatoms (centric)" 0.699792
2012-09-06 "Diatoms (pennate)" 0.515916
2012-09-06 "Dinophytes" 11.73608
2012-10-03 "Chlorophytes" 18.42864
2012-10-03 "Chrysophytes" 1.6948152
2012-10-03 "Cryptophytes" 5.91
2012-10-03 "Cyanobacteria" 6.4184208
2012-10-03 "Diatoms (centric)" 0.6458988
2012-10-03 "Diatoms (pennate)" 0.981252
2012-10-03 "Dinophytes" 8.1048
2012-11-09 "Chlorophytes" 17.1536308
2012-11-09 "Chrysophytes" 0.80259
2012-11-09 "Cryptophytes" 4.8636
2012-11-09 "Cyanobacteria" 5.271591
2012-11-09 "Diatoms (centric)" 0.5540844
2012-11-09 "Diatoms (pennate)" 0.595392
2012-11-09 "Dinophytes" 0.02592
2012-12-19 "Chlorophytes" 3.440822
2012-12-19 "Chrysophytes" 1.339768
2012-12-19 "Cryptophytes" 1.5524
2012-12-19 "Cyanobacteria" 2.1825748
2012-12-19 "Diatoms (centric)" 0.2373156
2012-12-19 "Diatoms (pennate)" 0.3690448
2012-12-19 "Dinophytes" 0.48244
2013-01-09 "Chlorophytes" 2.167142
2013-01-09 "Chrysophytes" 2.364606
2013-01-09 "Cryptophytes" 2.29921
2013-01-09 "Cyanobacteria" 2.4585927
2013-01-09 "Diatoms (centric)" 0.0721188
2013-01-09 "Diatoms (pennate)" 0.403244
2013-01-09 "Dinophytes" 0.61464
2013-03-04 "Chlorophytes" 5.523796
2013-03-04 "Chrysophytes" 1.118958
2013-03-04 "Cryptophytes" 1.935
2013-03-04 "Cyanobacteria" 3.1177512
2013-03-04 "Diatoms (centric)" 1.556598
2013-03-04 "Diatoms (pennate)" 2.3291256
2013-03-04 "Dinophytes" 3.881568
2013-04-12 "Chlorophytes" 1.589252
2013-04-12 "Chrysophytes" 2.1631224
2013-04-12 "Cryptophytes" 8.8197
2013-04-12 "Cyanobacteria" 3.6053424
2013-04-12 "Diatoms (centric)" 1.3977636
2013-04-12 "Diatoms (pennate)" 0.748584
2013-04-12 "Dinophytes" 4.247956
2013-05-07 "Chlorophytes" 12.027228
2013-05-07 "Chrysophytes" 1.761232
2013-05-07 "Cryptophytes" 6.5692
2013-05-07 "Cyanobacteria" 0.0114648
2013-05-07 "Diatoms (centric)" 0.3608232
2013-05-07 "Diatoms (pennate)" 0.291584
2013-05-07 "Dinophytes" 4.018128
2013-06-17 "Chlorophytes" 12.971152
2013-06-17 "Chrysophytes" 2.098214
2013-06-17 "Cryptophytes" 7.5153
2013-06-17 "Cyanobacteria" 0.1266664
2013-06-17 "Diatoms (centric)" 0.3371496
2013-06-17 "Diatoms (pennate)" 0.9873216
2013-06-17 "Dinophytes" 0.596584
2013-07-01 "Chlorophytes" 19.076508
2013-07-01 "Chrysophytes" 0.39315
2013-07-01 "Cryptophytes" 4.6566
2013-07-01 "Cyanobacteria" 1.699488
2013-07-01 "Diatoms (centric)" 0.411612
2013-07-01 "Diatoms (pennate)" 0.912126
2013-07-01 "Dinophytes" 1.415012
2013-08-07 "Chlorophytes" 16.2925972
2013-08-07 "Chrysophytes" 0.829254
2013-08-07 "Cryptophytes" 6.1446
2013-08-07 "Cyanobacteria" 1.898436
2013-08-07 "Diatoms (pennate)" 0.249528
2013-08-07 "Dinophytes" 1.789196
2013-09-03 "Chlorophytes" 27.4815692
2013-09-03 "Chrysophytes" 2.956114
2013-09-03 "Cryptophytes" 9.8379
2013-09-03 "Cyanobacteria" 2.472519
2013-09-03 "Diatoms (centric)" 0.0030348
2013-09-03 "Diatoms (pennate)" 1.66071
2013-09-03 "Dinophytes" 3.04776
2013-10-07 "Chlorophytes" 19.468842
2013-10-07 "Chrysophytes" 2.45907
2013-10-07 "Cryptophytes" 8.2257
2013-10-07 "Cyanobacteria" 1.257756
2013-10-07 "Diatoms (centric)" 1.4503776
2013-10-07 "Diatoms (pennate)" 3.70077
2013-10-07 "Dinophytes" 15.3718
2013-11-07 "Chlorophytes" 5.8555904
2013-11-07 "Chrysophytes" 1.263502
2013-11-07 "Cryptophytes" 1.22572
2013-11-07 "Cyanobacteria" 0.6259388
2013-11-07 "Diatoms (centric)" 0.3014568
2013-11-07 "Diatoms (pennate)" 1.27293
2013-11-07 "Dinophytes" 0.5912
2013-12-09 "Chlorophytes" 3.8864274
2013-12-09 "Chrysophytes" 0.211083
2013-12-09 "Cryptophytes" 4.73595
2013-12-09 "Cyanobacteria" 0.5854572
2013-12-09 "Diatoms (centric)" 0.0091044
2013-12-09 "Diatoms (pennate)" 0.218337
2013-12-09 "Dinophytes" 0.45268
2014-01-09 "Chlorophytes" 0.89892
2014-01-09 "Chrysophytes" 2.5730712
2014-01-09 "Cryptophytes" 4.8633
2014-01-09 "Cyanobacteria" 0.3530484
2014-01-09 "Diatoms (centric)" 0.0400752
2014-01-09 "Diatoms (pennate)" 0.753642
2014-01-09 "Dinophytes" 1.335558
2014-02-10 "Chlorophytes" 3.15898
2014-02-10 "Chrysophytes" 1.6708152
2014-02-10 "Cryptophytes" 6.21465
2014-02-10 "Cyanobacteria" 0.2509611
2014-02-10 "Diatoms (centric)" 0.726366
2014-02-10 "Diatoms (pennate)" 2.491908
2014-02-10 "Dinophytes" 1.04317
2014-03-06 "Chlorophytes" 2.73255
2014-03-06 "Chrysophytes" 1.562232
2014-03-06 "Cryptophytes" 11.9388
2014-03-06 "Cyanobacteria" 0.70812
2014-03-06 "Diatoms (centric)" 2.6739636
2014-03-06 "Diatoms (pennate)" 0.5762748
2014-03-06 "Dinophytes" 4.796008
2014-04-02 "Chlorophytes" 4.47194
2014-04-02 "Chrysophytes" 0.669828
2014-04-02 "Cryptophytes" 17.1824
2014-04-02 "Cyanobacteria" 0.70812
2014-04-02 "Diatoms (centric)" 0.6840288
2014-04-02 "Diatoms (pennate)" 0.0856488
2014-04-02 "Dinophytes" 3.64224
2014-05-06 "Chlorophytes" 1.76897
2014-05-06 "Chrysophytes" 1.940808
2014-05-06 "Cryptophytes" 5.6004
2014-05-06 "Cyanobacteria" 0.4152492
2014-05-06 "Diatoms (centric)" 0.16905
2014-05-06 "Diatoms (pennate)" 0.246156
2014-05-06 "Dinophytes" 2.632932
2014-06-10 "Chlorophytes" 32.40335
2014-06-10 "Chrysophytes" 2.286102
2014-06-10 "Cryptophytes" 7.9083
2014-06-10 "Cyanobacteria" 0.122235
2014-06-10 "Diatoms (centric)" 0.1237848
2014-06-10 "Diatoms (pennate)" 1.156596
2014-06-10 "Dinophytes" 0.73248
2014-07-08 "Chlorophytes" 22.9729236
2014-07-08 "Chrysophytes" 1.375044
2014-07-08 "Cryptophytes" 5.7696
2014-07-08 "Cyanobacteria" 11.4739044
2014-07-08 "Diatoms (centric)" 0.0485568
2014-07-08 "Diatoms (pennate)" 2.623416
2014-07-08 "Dinophytes" 1.06464
2014-08-12 "Chlorophytes" 11.2064396
2014-08-12 "Chrysophytes" 12.855888
2014-08-12 "Cryptophytes" 9.1566
2014-08-12 "Cyanobacteria" 36.084645
2014-08-12 "Diatoms (centric)" 0.6314868
2014-08-12 "Diatoms (pennate)" 0.4491504
2014-08-12 "Dinophytes" 7.054
2014-09-04 "Chlorophytes" 6.3080176
2014-09-04 "Chrysophytes" 3.315216
2014-09-04 "Cryptophytes" 11.8401
2014-09-04 "Cyanobacteria" 5.0623932
2014-09-04 "Diatoms (centric)" 0.364176
2014-09-04 "Diatoms (pennate)" 0.80085
2014-09-04 "Dinophytes" 35.156472
2014-10-02 "Chlorophytes" 7.0217524
2014-10-02 "Chrysophytes" 5.39004
2014-10-02 "Cryptophytes" 9.127182
2014-10-02 "Cyanobacteria" 6.6205554
2014-10-02 "Diatoms (centric)" 0.340788
2014-10-02 "Diatoms (pennate)" 1.428042
2014-10-02 "Dinophytes" 9.283784
2014-11-13 "Chlorophytes" 11.690144
2014-11-13 "Chrysophytes" 0.6715632
2014-11-13 "Cryptophytes" 2.7369
2014-11-13 "Cyanobacteria" 2.123517
2014-11-13 "Diatoms (centric)" 14.232774
2014-11-13 "Diatoms (pennate)" 25.7222904
2014-11-13 "Dinophytes" 0.85208
2014-12-11 "Chlorophytes" 4.937404
2014-12-11 "Chrysophytes" 0.187568
2014-12-11 "Cryptophytes" 2.1305
2014-12-11 "Cyanobacteria" 0.6239496
2014-12-11 "Diatoms (centric)" 0.4547292
2014-12-11 "Diatoms (pennate)" 0.222552
2014-12-11 "Dinophytes" 0.894008
2015-01-12 "Chlorophytes" 0.398007
2015-01-12 "Chrysophytes" 0.437109
2015-01-12 "Cryptophytes" 1.9704
2015-01-12 "Cyanobacteria" 0.251292
2015-01-12 "Diatoms (centric)" 0.1122876
2015-01-12 "Diatoms (pennate)" 0.159327
2015-01-12 "Dinophytes" 0.864106
2015-02-11 "Chlorophytes" 0.13485
2015-02-11 "Chrysophytes" 0.843708
2015-02-11 "Cryptophytes" 5.17095
2015-02-11 "Cyanobacteria" 0.29505
2015-02-11 "Diatoms (centric)" 0.302106
2015-02-11 "Diatoms (pennate)" 0.2529
2015-02-11 "Dinophytes" 0.36008
2015-03-12 "Chlorophytes" 0.534358
2015-03-12 "Chrysophytes" 1.54002
2015-03-12 "Cryptophytes" 6.6024
2015-03-12 "Cyanobacteria" 0.141624
2015-03-12 "Diatoms (centric)" 0.998154
2015-03-12 "Diatoms (pennate)" 5.61438
2015-03-12 "Dinophytes" 6.119484
